Principio Attivo,Descrizione Gruppo,Denominazione e Confezione,Prezzo al pubblico �,Titolare AIC,AIC,Codice Gruppo Equivalenza,X=in lista di trasparenza Aifa 15/10/2024,Solo in lista di Regione:,Metri cubi ossigeno
Quetiapina,QUETIAPINA 200MG 60 UNITA' USO ORALE,QUENTIAX*60 cpr riv 200 mg,"50,00",KRKA D.D.NOVO MESTO,41195381,FVD,X,,
Quetiapina,QUETIAPINA 200MG 60 UNITA' USO ORALE,QUETIAPINA*60 cpr riv 200 mg,"50,00",ZENTIVA ITALIA Srl,41279276,FVD,X,,
Quetiapina,QUETIAPINA 200MG 60 UNITA' USO ORALE,QUETIAPINA*60 cpr riv 200 mg,"50,00",ACCORD HEALTHCARE SLU,41503386,FVD,X,,
Quetiapina,QUETIAPINA 300MG 60 UNITA' USO ORALE,SEROQUEL*60 cpr riv 300 mg,"86,57",CHEPLAPHARM ARZNEIMITTEL GMBH,32944100,FVE,X,,
Quetiapina,QUETIAPINA 300MG 60 UNITA' USO ORALE,QUETIAPINA*60 cpr riv 300 mg,"60,00",EG SpA,40388338,FVE,X,,
Quetiapina,QUETIAPINA 300MG 60 UNITA' USO ORALE,QUETIAPINA*60 cpr riv 300 mg,"60,00",TEVA ITALIA Srl,40510986,FVE,X,,
Quetiapina,QUETIAPINA 300MG 60 UNITA' USO ORALE,QUETIAPINA*60 cpr riv 300 mg,"60,00",DOC GENERICI Srl,40682142,FVE,X,,
Quetiapina,QUETIAPINA 300MG 60 UNITA' USO ORALE,QUETIAPINA*60 cpr riv 300 mg,"60,00",SANDOZ GMBH,40968327,FVE,X,,
Quetiapina,QUETIAPINA 300MG 60 UNITA' USO ORALE,QUETIAPINA*60 cpr riv 300 mg,"60,00",MYLAN SpA,41024050,FVE,X,,
Quetiapina,QUETIAPINA 300MG 60 UNITA' USO ORALE,QUENTIAX*60 cpr riv 300 mg,"60,00",KRKA D.D.NOVO MESTO,41195482,FVE,X,,
Quetiapina,QUETIAPINA 300MG 60 UNITA' USO ORALE,QUETIAPINA*60 cpr riv 300 mg,"60,00",ZENTIVA ITALIA Srl,41279377,FVE,X,,
Quetiapina,QUETIAPINA 300MG 60 UNITA' USO ORALE,QUETIAPINA*60 cpr riv 300 mg,"60,00",ACCORD HEALTHCARE SLU,41503525,FVE,X,,
Quetiapina,QUETIAPINA 50MG 60 UNITA' USO ORALE RP,SEROQUEL*60 cpr 50 mg rilascio prolungato,"73,25",CHEPLAPHARM ARZNEIMITTEL GMBH,32944124,FVF,X,,
Quetiapina,QUETIAPINA 50MG 60 UNITA' USO ORALE RP,QUETIAPINA*60 cpr 50 mg rilascio prolungato,"31,49",TEVA ITALIA Srl,40433068,FVF,X,,
Quetiapina,QUETIAPINA 50MG 60 UNITA' USO ORALE RP,QUENTIAX*60 cpr 50 mg rilascio prolungato,"31,49",KRKA D.D.NOVO MESTO,41195761,FVF,X,,
Quetiapina,QUETIAPINA 50MG 60 UNITA' USO ORALE RP,QUETIAPINA*60 cpr 50 mg rilascio prolungato,"31,49",ACCORD HEALTHCARE SLU,41966223,FVF,X,,
Quetiapina,QUETIAPINA 50MG 60 UNITA' USO ORALE RP,QUETIAPINA*60 cpr 50 mg rilascio prolungato,"31,49",MYLAN SpA,43057037,FVF,X,,
Quetiapina,QUETIAPINA 50MG 60 UNITA' USO ORALE RP,QUETIAPINA*60 cpr 50 mg rilascio prolungato,"31,49",DOC GENERICI Srl,43695055,FVF,X,,
Quetiapina,QUETIAPINA 50MG 60 UNITA' USO ORALE RP,QUETIAPINA*60 cpr 50 mg rilascio prolungato,"31,49",EG SpA,43696083,FVF,X,,
Quetiapina,QUETIAPINA 50MG 60 UNITA' USO ORALE RP,QUETIAPINA*60 cpr 50 mg rilascio prolungato,"31,49",SANDOZ B.V.,43697059,FVF,X,,
Quetiapina,QUETIAPINA 200MG 60 UNITA' USO ORALE RP,SEROQUEL*60 cpr 200 mg rilascio prolungato,"148,29",CHEPLAPHARM ARZNEIMITTEL GMBH,32944136,FVG,X,,
Quetiapina,QUETIAPINA 200MG 60 UNITA' USO ORALE RP,QUETIAPINA*60 cpr 200 mg rilascio prolungato,"63,76",TEVA ITALIA Srl,40433144,FVG,X,,
Quetiapina,QUETIAPINA 200MG 60 UNITA' USO ORALE RP,QUENTIAX*60 cpr riv 200 mg rilascio prolungato,"63,76",KRKA D.D.NOVO MESTO,41195645,FVG,X,,
Quetiapina,QUETIAPINA 200MG 60 UNITA' USO ORALE RP,QUETIAPINA*60 cpr 200 mg rilascio prolungato,"63,76",ACCORD HEALTHCARE SLU,41966045,FVG,X,,
Quetiapina,QUETIAPINA 200MG 60 UNITA' USO ORALE RP,QUETIAPINA*60 cpr 200 mg rilascio prolungato,"63,76",MYLAN SpA,43057088,FVG,X,,
Quetiapina,QUETIAPINA 200MG 60 UNITA' USO ORALE RP,QUETIAPINA*60 cpr 200 mg rilascio prolungato,"63,76",DOC GENERICI Srl,43695170,FVG,X,,
Quetiapina,QUETIAPINA 200MG 60 UNITA' USO ORALE RP,QUETIAPINA*60 cpr 200 mg rilascio prolungato,"63,76",EG SpA,43696259,FVG,X,,
Quetiapina,QUETIAPINA 200MG 60 UNITA' USO ORALE RP,QUETIAPINA*60 cpr 200 mg rilascio prolungato,"63,76",SANDOZ B.V.,43697174,FVG,X,,
Quetiapina,QUETIAPINA 300MG 60 UNITA' USO ORALE RP,SEROQUEL*60 cpr 300 mg rilascio prolungato,"167,14",CHEPLAPHARM ARZNEIMITTEL GMBH,32944148,FVH,X,,
Quetiapina,QUETIAPINA 300MG 60 UNITA' USO ORALE RP,QUETIAPINA*60 cpr 300 mg rilascio prolungato,"71,88",TEVA ITALIA Srl,40433221,FVH,X,,
Quetiapina,QUETIAPINA 300MG 60 UNITA' USO ORALE RP,QUENTIAX*60 cpr riv 300 mg rilascio prolungato,"71,88",KRKA D.D.NOVO MESTO,41195708,FVH,X,,
Quetiapina,QUETIAPINA 300MG 60 UNITA' USO ORALE RP,QUETIAPINA*60 cpr 300 mg rilascio prolungato,"71,88",ACCORD HEALTHCARE SLU,41966096,FVH,X,,
Quetiapina,QUETIAPINA 300MG 60 UNITA' USO ORALE RP,QUETIAPINA*60 cpr 300 mg rilascio prolungato,"71,88",MYLAN SpA,43057126,FVH,X,,
Quetiapina,QUETIAPINA 300MG 60 UNITA' USO ORALE RP,QUETIAPINA*60 cpr 300 mg rilascio prolungato,"71,88",DOC GENERICI Srl,43695232,FVH,X,,
Quetiapina,QUETIAPINA 300MG 60 UNITA' USO ORALE RP,QUETIAPINA*60 cpr 300 mg rilascio prolungato,"71,88",EG SpA,43696347,FVH,X,,
Quetiapina,QUETIAPINA 300MG 60 UNITA' USO ORALE RP,QUETIAPINA*60 cpr 300 mg rilascio prolungato,"71,88",SANDOZ B.V.,43697236,FVH,X,,
Quetiapina,QUETIAPINA 400MG 60 UNITA' USO ORALE RP,SEROQUEL*60 cpr 400 mg rilascio prolungato,"222,41",CHEPLAPHARM ARZNEIMITTEL GMBH,32944151,FVI,X,,
Quetiapina,QUETIAPINA 400MG 60 UNITA' USO ORALE RP,QUETIAPINA*60 cpr 400 mg rilascio prolungato,"95,64",TEVA ITALIA Srl,40433308,FVI,X,,
Quetiapina,QUETIAPINA 400MG 60 UNITA' USO ORALE RP,QUENTIAX*60 cpr 400 mg rilascio prolungato,"95,64",KRKA D.D.NOVO MESTO,41195823,FVI,X,,
Quetiapina,QUETIAPINA 400MG 60 UNITA' USO ORALE RP,QUETIAPINA*60 cpr 400 mg rilascio prolungato,"95,64",ACCORD HEALTHCARE SLU,41966146,FVI,X,,
Quetiapina,QUETIAPINA 400MG 60 UNITA' USO ORALE RP,QUETIAPINA*60 cpr 400 mg rilascio prolungato,"95,64",MYLAN SpA,43057153,FVI,X,,
Quetiapina,QUETIAPINA 400MG 60 UNITA' USO ORALE RP,QUETIAPINA*60 cpr 400 mg rilascio prolungato,"95,64",DOC GENERICI Srl,43695295,FVI,X,,
Quetiapina,QUETIAPINA 400MG 60 UNITA' USO ORALE RP,QUETIAPINA*60 cpr 400 mg rilascio prolungato,"95,64",EG SpA,43696436,FVI,X,,
Quetiapina,QUETIAPINA 400MG 60 UNITA' USO ORALE RP,QUETIAPINA*60 cpr 400 mg rilascio prolungato,"95,64",SANDOZ B.V.,43697299,FVI,X,,
Quetiapina,QUETIAPINA 150MG 60 UNITA' USO ORALE RP,SEROQUEL*60 cpr 150 mg rilascio prolungato,"111,22",CHEPLAPHARM ARZNEIMITTEL GMBH,32944163,FVJ,X,,
Quetiapina,QUETIAPINA 150MG 60 UNITA' USO ORALE RP,QUETIAPINA*60 cpr 150 mg rilascio prolungatO,"47,83",TEVA ITALIA Srl,40433474,FVJ,X,,
Quetiapina,QUETIAPINA 150MG 60 UNITA' USO ORALE RP,QUENTIAX*60 cpr riv 150 mg rilascio prolungato,"47,83",KRKA D.D.NOVO MESTO,41195583,FVJ,X,,
Quetiapina,QUETIAPINA 150MG 60 UNITA' USO ORALE RP,QUETIAPINA*60 cpr 150 mg rilascio prolungatO,"47,83",ACCORD HEALTHCARE SLU,41966375,FVJ,X,,
Quetiapina,QUETIAPINA 150MG 60 UNITA' USO ORALE RP,QUETIAPINA*60 cpr 150 mg rilascio prolungato,"47,83",MYLAN SpA,43057052,FVJ,X,,
Quetiapina,QUETIAPINA 150MG 60 UNITA' USO ORALE RP,QUETIAPINA*60 cpr 150 mg rilascio prolungato,"47,83",DOC GENERICI Srl,43695117,FVJ,X,,
Quetiapina,QUETIAPINA 150MG 60 UNITA' USO ORALE RP,QUETIAPINA*60 cpr 150 mg rilascio prolungato,"47,83",EG SpA,43696160,FVJ,X,,
Quetiapina,QUETIAPINA 150MG 60 UNITA' USO ORALE RP,QUETIAPINA*60 cpr 150 mg rilascio prolungatO,"47,83",SANDOZ B.V.,43697111,FVJ,X,,
Quetiapina,QUETIAPINA 50MG 60 UNITA' USO ORALE,XETAMED*60 cpr riv 50 mg,"10,00",NEURAXPHARM ITALY SpA,46412033,LFU,,,
Quinapril,QUINAPRIL 5MG 28 UNITA' USO ORALE,QUINAZIL*28 cpr riv div 5 mg,"3,71",MALESCI SpA IST.FARMACOBIOL.,27225010,DDA,,,
Quinapril,QUINAPRIL 20MG 14 UNITA' USO ORALE,QUINAZIL*14 cpr riv div 20 mg,"3,21",MALESCI SpA IST.FARMACOBIOL.,27225034,DDB,X,,
Quinapril,QUINAPRIL 20MG 14 UNITA' USO ORALE,ACEQUIN*14 cpr riv 20 mg,"5,08",RECORDATI SpA,27230034,DDB,X,,
Quinapril,QUINAPRIL 20MG 14 UNITA' USO ORALE,QUINAPRIL*14 cpr riv 20 mg,"2,21",EG SpA,37203229,DDB,X,,
Quinapril,QUINAPRIL 20MG 14 UNITA' USO ORALE,QUINAPRIL*14 cpr riv 20 mg,"2,21",ZENTIVA ITALIA Srl,37301227,DDB,X,,
Quinapril/idroclorotiazide,"QUINAPRIL+IDROCLOROTIAZIDE 20+12,5MG 14 UNITA' USO ORALE","QUINAZIDE*14 cpr riv 20 mg + 12,5 mg","4,72",MALESCI SpA IST.FARMACOBIOL.,28331015,DEA,X,,
Quinapril/idroclorotiazide,"QUINAPRIL+IDROCLOROTIAZIDE 20+12,5MG 14 UNITA' USO ORALE","QUINAPRIL IDROCLOROTIAZIDE*14 cpr riv 20 mg + 12,5 mg","2,22",EG SpA,37228069,DEA,X,,
Quinapril/idroclorotiazide,"QUINAPRIL+IDROCLOROTIAZIDE 20+12,5MG 14 UNITA' USO ORALE","QUINAPRIL IDROCLOROTIAZIDE*14 cpr riv 20 mg + 12,5 mg","2,22",ZENTIVA ITALIA Srl,37369143,DEA,X,,
Quinapril/idroclorotiazide,"QUINAPRIL+IDROCLOROTIAZIDE 20+12,5MG 14 UNITA' USO ORALE","QUINAPRIL E IDROCLOROTIAZIDE*14 cpr riv 20 mg + 12,5 mg","2,22",MYLAN SpA,38910042,DEA,X,,
Quinapril/idroclorotiazide,"QUINAPRIL+IDROCLOROTIAZIDE 20+12,5MG 14 UNITA' USO ORALE","QUINAPRIL IDROCLOROTIAZIDE*14 cpr riv 20 mg + 12,5 mg","2,22",AUROBINDO PHARMA ITALIA Srl,40177204,DEA,X,,
Rabeprazolo,RABEPRAZOLO 10MG 14 UNITA' USO ORALE,PARIET*14 cpr gastrores 10 mg,"4,71",JANSSEN CILAG SpA,34216022,CUA,X,,
Rabeprazolo,RABEPRAZOLO 10MG 14 UNITA' USO ORALE,RABEPRAZOLO*14 cpr gastrores 10 mg,"3,21",LABORATORI ALTER Srl,39995028,CUA,X,,
Rabeprazolo,RABEPRAZOLO 10MG 14 UNITA' USO ORALE,RABEPRAZOLO*14 cpr gastrores 10 mg,"3,21",DOC GENERICI Srl,40681013,CUA,X,,
Rabeprazolo,RABEPRAZOLO 10MG 14 UNITA' USO ORALE,RABEPRAZOLO*14 cpr gastrores 10 mg,"3,21",TEVA ITALIA Srl,40828030,CUA,X,,
Rabeprazolo,RABEPRAZOLO 10MG 14 UNITA' USO ORALE,RABEPRAZOLO*14 cpr gastrores 10 mg,"3,21",SANDOZ SpA,41110038,CUA,X,,
Rabeprazolo,RABEPRAZOLO 10MG 14 UNITA' USO ORALE,RABEPRAZOLO*14 cpr gastrores 10 mg,"3,21",TOWA PHARMACEUTICAL SpA,41541018,CUA,X,,
Rabeprazolo,RABEPRAZOLO 10MG 14 UNITA' USO ORALE,RABEPRAZOLO*14 cpr gastrores 10 mg,"3,21",EG SpA,41543012,CUA,X,,
Rabeprazolo,RABEPRAZOLO 10MG 14 UNITA' USO ORALE,RABEPRAZOLO*14 cpr gastrores 10 mg,"3,21",KRKA D.D.NOVO MESTO,41591037,CUA,X,,
Rabeprazolo,RABEPRAZOLO 10MG 14 UNITA' USO ORALE,RABEPRAZOLO*14 cpr gastrores 10 mg,"3,21",ZENTIVA ITALIA Srl,41599034,CUA,X,,
Rabeprazolo,RABEPRAZOLO 10MG 14 UNITA' USO ORALE,RABEX*14 cpr gastrores 10 mg,"3,21",S.F. GROUP Srl,41970017,CUA,X,,
Rabeprazolo,RABEPRAZOLO 10MG 14 UNITA' USO ORALE,AKIRAB*14 cpr gastrores 10 mg,"3,21",SO.SE.PHARM Srl,41984016,CUA,X,,
Rabeprazolo,RABEPRAZOLO 20MG 14 UNITA' USO ORALE,PARIET*14 cpr gastrores 20 mg,"7,79",JANSSEN CILAG SpA,34216186,CUB,X,,
Rabeprazolo,RABEPRAZOLO 20MG 14 UNITA' USO ORALE,RABEPRAZOLO*14 cpr gastrores 20 mg,"5,89",LABORATORI ALTER Srl,39995067,CUB,X,,
Rabeprazolo,RABEPRAZOLO 20MG 14 UNITA' USO ORALE,RABEPRAZOLO*14 cpr gastrores 20 mg,"5,89",DOC GENERICI Srl,40681025,CUB,X,,
Rabeprazolo,RABEPRAZOLO 20MG 14 UNITA' USO ORALE,RABEPRAZOLO*14 cpr gastrores 20 mg,"5,89",TEVA ITALIA Srl,40828307,CUB,X,,
Rabeprazolo,RABEPRAZOLO 20MG 14 UNITA' USO ORALE,RABEPRAZOLO*14 cpr gastrores 20 mg,"5,89",SANDOZ SpA,41110127,CUB,X,,
Rabeprazolo,RABEPRAZOLO 20MG 14 UNITA' USO ORALE,RABEPRAZOLO*14 cpr gastrores 20 mg,"5,89",AUROBINDO PHARMA ITALIA Srl,41161023,CUB,X,,
Rabeprazolo,RABEPRAZOLO 20MG 14 UNITA' USO ORALE,RABEPRAZOLO*14 cpr gastrores 20 mg,"5,89",TOWA PHARMACEUTICAL SpA,41541020,CUB,X,,
Rabeprazolo,RABEPRAZOLO 20MG 14 UNITA' USO ORALE,RABEPRAZOLO*14 cpr gastrores 20 mg,"5,89",EG SpA,41543024,CUB,X,,
Rabeprazolo,RABEPRAZOLO 20MG 14 UNITA' USO ORALE,RABEPRAZOLO*14 cpr gastrores 20 mg,"5,89",KRKA D.D.NOVO MESTO,41591140,CUB,X,,
Rabeprazolo,RABEPRAZOLO 20MG 14 UNITA' USO ORALE,RABEPRAZOLO*14 cpr gastrores 20 mg,"5,89",ZENTIVA ITALIA Srl,41599150,CUB,X,,
Rabeprazolo,RABEPRAZOLO 20MG 14 UNITA' USO ORALE,RABEX*14 cpr gastrores 20 mg,"5,89",S.F. GROUP Srl,41970029,CUB,X,,
Rabeprazolo,RABEPRAZOLO 20MG 14 UNITA' USO ORALE,RABEPRAZOLO*14 cpr gastrores 20 mg,"5,89",TECNIGEN Srl,42940027,CUB,X,,
Rabeprazolo,RABEPRAZOLO 10MG 28 UNITA' USO ORALE,RABEPRAZOLO*28 cpr gastrores 10 mg,"4,81",DOC GENERICI Srl,40681037,KOX,X,,
Rabeprazolo,RABEPRAZOLO 10MG 28 UNITA' USO ORALE,RABEPRAZOLO*28 cpr gastrores 10 mg,"4,81",SANDOZ SpA,41110053,KOX,X,,
Rabeprazolo,RABEPRAZOLO 10MG 28 UNITA' USO ORALE,RABEPRAZOLO*28 cpr gastrores 10 mg,"4,81",EG SpA,41543051,KOX,X,,
Rabeprazolo,RABEPRAZOLO 10MG 28 UNITA' USO ORALE,RABEPRAZOLO*28 cpr gastrores 10 mg,"4,81",KRKA D.D.NOVO MESTO,41591052,KOX,X,,
Rabeprazolo,RABEPRAZOLO 10MG 28 UNITA' USO ORALE,RABEPRAZOLO*28 cpr gastrores 10 mg,"4,81",ZENTIVA ITALIA Srl,41599061,KOX,X,,
Rabeprazolo,RABEPRAZOLO 10MG 28 UNITA' USO ORALE,STARAB*28 cpr gastrores 10 mg,"4,81",EBERLIFE FARMACEUTICI SpA,43785031,KOX,X,,
Rabeprazolo,RABEPRAZOLO 20MG 28 UNITA' USO ORALE,RABEPRAZOLO*28 cpr gastrores 20 mg,"8,84",LABORATORI ALTER Srl,39995079,KOY,X,,
Rabeprazolo,RABEPRAZOLO 20MG 28 UNITA' USO ORALE,RABEPRAZOLO*28 cpr gastrores 20 mg,"8,84",DOC GENERICI Srl,40681049,KOY,X,,
Rabeprazolo,RABEPRAZOLO 20MG 28 UNITA' USO ORALE,RABEPRAZOLO*28 cpr gastrores 20 mg,"8,84",SANDOZ SpA,41110141,KOY,X,,
Rabeprazolo,RABEPRAZOLO 20MG 28 UNITA' USO ORALE,RABEPRAZOLO*28 cpr gastrores 20 mg,"8,84",AUROBINDO PHARMA ITALIA Srl,41161035,KOY,X,,
Rabeprazolo,RABEPRAZOLO 20MG 28 UNITA' USO ORALE,RABEPRAZOLO*28 cpr gastrores 20 mg,"8,84",EG SpA,41543063,KOY,X,,
Rabeprazolo,RABEPRAZOLO 20MG 28 UNITA' USO ORALE,RABEPRAZOLO*28 cpr gastrores 20 mg,"8,84",KRKA D.D.NOVO MESTO,41591165,KOY,X,,
Rabeprazolo,RABEPRAZOLO 20MG 28 UNITA' USO ORALE,RABEPRAZOLO*28 cpr gastrores 20 mg,"8,84",ZENTIVA ITALIA Srl,41599186,KOY,X,,
Rabeprazolo,RABEPRAZOLO 20MG 28 UNITA' USO ORALE,STARAB*28 cpr gastrores 20 mg,"8,84",EBERLIFE FARMACEUTICI SpA,43785043,KOY,X,,
Raloxifene,RALOXIFENE 60MG 14 UNITA' USO ORALE,OPTRUMA*14 cpr riv 60 mg,"10,35",ELI LILLY NEDERLAND BV,34154017,R2A,,,
Raloxifene,RALOXIFENE 60MG 28 UNITA' USO ORALE,EVISTA*28 cpr riv 60 mg,"18,61",SUBSTIPHARM,34153027,R2B,X,,
Raloxifene,RALOXIFENE 60MG 28 UNITA' USO ORALE,OPTRUMA*28 cpr riv 60 mg,"18,61",ELI LILLY NEDERLAND BV,34154029,R2B,X,,
Raloxifene,RALOXIFENE 60MG 28 UNITA' USO ORALE,RALOXIFENE*28 cpr riv 60 mg,"17,11",SANDOZ SpA,40742025,R2B,X,,
Ramipril,RAMIPRIL 5MG 14 UNITA' USO ORALE,TRIATEC*14 cpr div 5 mg,"3,40",SANOFI Srl,27161064,DRA,X,,
Ramipril,RAMIPRIL 5MG 14 UNITA' USO ORALE,QUARK*14 cpr div 5 mg,"3,35",POLIFARMA SpA,27162066,DRA,X,,
Ramipril,RAMIPRIL 5MG 14 UNITA' USO ORALE,UNIPRIL*14 cpr 5 mg,"2,20",GLOBAL PHARMACIES PARTNER Srl,27166065,DRA,X,,
Ramipril,RAMIPRIL 5MG 14 UNITA' USO ORALE,RAMIPRIL*14 cpr 5 mg,"2,17",RATIOPHARM GMBH,36905115,DRA,X,,
Ramipril,RAMIPRIL 5MG 14 UNITA' USO ORALE,RAMIPRIL*14 cpr div 5 mg,"2,17",EG SpA,37439130,DRA,X,,
Ramipril,RAMIPRIL 5MG 14 UNITA' USO ORALE,RAMIPRIL*14 cpr 5 mg,"2,17",SANDOZ SpA,37509332,DRA,X,,
Ramipril,RAMIPRIL 5MG 14 UNITA' USO ORALE,RAMIPRIL*14 cpr 5 mg,"2,17",MYLAN SpA,37577208,DRA,X,,
Ramipril,RAMIPRIL 5MG 14 UNITA' USO ORALE,RAMIPRIL*14 cpr 5 mg,"2,17",TOWA PHARMACEUTICAL SpA,37585205,DRA,X,,
Ramipril,RAMIPRIL 5MG 14 UNITA' USO ORALE,RAMIPRIL*14 cpr div 5 mg,"2,17",DOC GENERICI Srl,37621202,DRA,X,,
Ramipril,RAMIPRIL 5MG 14 UNITA' USO ORALE,RAMIPRIL*14 cpr 5 mg,"2,17",SANDOZ SpA,37625530,DRA,X,,
Ramipril,RAMIPRIL 5MG 14 UNITA' USO ORALE,RAMIPRIL*14 cpr div 5 mg,"2,17",ZENTIVA ITALIA Srl,37692035,DRA,X,,
Ramipril,RAMIPRIL 5MG 14 UNITA' USO ORALE,RAMIPRIL*14 cpr 5 mg,"2,17",ACCORD HEALTHCARE SLU,38209021,DRA,X,,
Ramipril,RAMIPRIL 5MG 14 UNITA' USO ORALE,RAMIPRIL*14 cpr 5 mg,"3,30",I.G.FARMAC.di IRIANNI GIUSEPPE,38212027,DRA,X,,
Ramipril,RAMIPRIL 5MG 14 UNITA' USO ORALE,RAMIPRIL*14 cpr 5 mg,"2,20",PHARMEG Srl,38213029,DRA,X,,
Ramipril,RAMIPRIL 5MG 14 UNITA' USO ORALE,HERZATEC*14 cpr 5 mg,"2,48",EPIFARMA Srl,38214021,DRA,X,,
Ramipril,RAMIPRIL 5MG 14 UNITA' USO ORALE,NORAPRIL*14 cpr 5 mg,"2,90",S.F. GROUP Srl,38240038,DRA,X,,
Ramipril,RAMIPRIL 5MG 14 UNITA' USO ORALE,ECLIPSE*14 cpr div 5 mg,"2,17",S.F. GROUP Srl,38271021,DRA,X,,
Ramipril,RAMIPRIL 5MG 14 UNITA' USO ORALE,RAMIPRIL*14 cpr 5 mg,"2,17",ABC FARMACEUTICI SpA,38272023,DRA,X,,
Ramipril,RAMIPRIL 5MG 14 UNITA' USO ORALE,KRUPIL*14 cpr div 5 mg,"2,17",SO.SE.PHARM Srl,38273025,DRA,X,,
Ramipril,RAMIPRIL 5MG 14 UNITA' USO ORALE,TENSIRAM*14 cpr div 5 mg,"2,17",I.B.N. SAVIO Srl,38355020,DRA,X,,
Ramipril,RAMIPRIL 5MG 14 UNITA' USO ORALE,RAMIPRIL*14 cpr 5 mg,"2,17",AUROBINDO PHARMA ITALIA Srl,39728035,DRA,X,,
Ramipril,RAMIPRIL 5MG 14 UNITA' USO ORALE,RAMIPRIL*14 cpr 5 mg,"2,17",KRKA D.D.NOVO MESTO,41792209,DRA,X,,
Ramipril,RAMIPRIL 5MG 14 UNITA' USO ORALE,RAMIPRIL*14 cpr 5 mg,"2,17",ALMUS Srl,42216200,DRA,X,,
Ramipril,RAMIPRIL 5MG 14 UNITA' USO ORALE,RAMIPRIL*14 cpr 5 mg,"2,17",SUN PHARMACEUTICAL IND.EU.B.V.,42262093,DRA,X,,
Ramipril,RAMIPRIL 5MG 14 UNITA' USO ORALE,TRIATEC*14 cpr div 5 mg,"3,40",MEDIFARM Srl,42732040,DRA,X,,
Ramipril,"RAMIPRIL 2,5MG 28 UNITA' USO ORALE","TRIATEC*28 cpr div 2,5 mg","5,75",SANOFI Srl,27161052,DRB,X,,
Ramipril,"RAMIPRIL 2,5MG 28 UNITA' USO ORALE","QUARK*28 cpr div 2,5 mg","4,80",POLIFARMA SpA,27162054,DRB,X,,
Ramipril,"RAMIPRIL 2,5MG 28 UNITA' USO ORALE","UNIPRIL*28 cpr 2,5 mg","5,75",GLOBAL PHARMACIES PARTNER Srl,27166053,DRB,X,,
Ramipril,"RAMIPRIL 2,5MG 28 UNITA' USO ORALE","RAMIPRIL*28 cpr 2,5 mg","2,74",RATIOPHARM GMBH,36905040,DRB,X,,
Ramipril,"RAMIPRIL 2,5MG 28 UNITA' USO ORALE","RAMIPRIL*28 cpr div 2,5 mg","2,74",EG SpA,37439041,DRB,X,,
Ramipril,"RAMIPRIL 2,5MG 28 UNITA' USO ORALE","RAMIPRIL*28 cpr 2,5 mg","2,74",SANDOZ SpA,37509193,DRB,X,,
Ramipril,"RAMIPRIL 2,5MG 28 UNITA' USO ORALE","RAMIPRIL*28 cpr 2,5 mg","2,74",MYLAN SpA,37577044,DRB,X,,
Ramipril,"RAMIPRIL 2,5MG 28 UNITA' USO ORALE","RAMIPRIL*28 cpr 2,5 mg","2,74",TOWA PHARMACEUTICAL SpA,37585041,DRB,X,,
Ramipril,"RAMIPRIL 2,5MG 28 UNITA' USO ORALE","RAMIPRIL*28 cpr div 2,5 mg","2,74",DOC GENERICI Srl,37621048,DRB,X,,
Ramipril,"RAMIPRIL 2,5MG 28 UNITA' USO ORALE","RAMIPRIL*28 cpr 2,5 mg","2,74",SANDOZ SpA,37625504,DRB,X,,
Ramipril,"RAMIPRIL 2,5MG 28 UNITA' USO ORALE","RAMIPRIL*28 cpr div 2,5 mg","2,74",ZENTIVA ITALIA Srl,37692023,DRB,X,,
Ramipril,"RAMIPRIL 2,5MG 28 UNITA' USO ORALE","RAMIPRIL*28 cpr 2,5 mg","2,74",ACCORD HEALTHCARE SLU,38209019,DRB,X,,
Ramipril,"RAMIPRIL 2,5MG 28 UNITA' USO ORALE","RAMIPRIL*28 cpr 2,5 mg","2,74",PHARMEG Srl,38213017,DRB,X,,
Ramipril,"RAMIPRIL 2,5MG 28 UNITA' USO ORALE","NORAPRIL*28 cpr 2,5 mg","4,75",S.F. GROUP Srl,38240026,DRB,X,,
Ramipril,"RAMIPRIL 2,5MG 28 UNITA' USO ORALE","ECLIPSE*28 cpr div 2,5 mg","2,74",S.F. GROUP Srl,38271019,DRB,X,,
Ramipril,"RAMIPRIL 2,5MG 28 UNITA' USO ORALE","RAMIPRIL*28 cpr 2,5 mg","2,74",ABC FARMACEUTICI SpA,38272011,DRB,X,,
Ramipril,"RAMIPRIL 2,5MG 28 UNITA' USO ORALE","KRUPIL*28 cpr div 2,5 mg","2,74",SO.SE.PHARM Srl,38273013,DRB,X,,
Ramipril,"RAMIPRIL 2,5MG 28 UNITA' USO ORALE","TENSIRAM*28 cpr div 2,5 mg","2,74",I.B.N. SAVIO Srl,38355018,DRB,X,,
Ramipril,"RAMIPRIL 2,5MG 28 UNITA' USO ORALE","RAMIPRIL*28 cpr 2,5 mg","2,74",AUROBINDO PHARMA ITALIA Srl,39728288,DRB,X,,
Ramipril,"RAMIPRIL 2,5MG 28 UNITA' USO ORALE","RAMIPRIL*28 cpr 2,5 mg","2,74",KRKA D.D.NOVO MESTO,41792134,DRB,X,,
Ramipril,"RAMIPRIL 2,5MG 28 UNITA' USO ORALE","RAMIPRIL*28 cpr 2,5 mg","2,74",ALMUS Srl,42216046,DRB,X,,
Ramipril,"RAMIPRIL 2,5MG 28 UNITA' USO ORALE","RAMIPRIL*28 cpr 2,5 mg","2,74",SUN PHARMACEUTICAL IND.EU.B.V.,42262016,DRB,X,,
