Principio Attivo,Descrizione Gruppo,Denominazione e Confezione,Titolare AIC,AIC,Codice Gruppo Equivalenza,ATC,URL,PDF URL,4.1 Indicazioni terapeutiche,4.2 Posologia e modo di somministrazione,4.3 Controindicazioni,4.4 Avvertenze speciali e precauzioni di impiego,4.5 Interazioni con altri medicinali ed altre forme di interazione,"4.6 Fertilità, gravidanza e allattamento",4.7 Effetti sulla capacità di guidare veicoli e sull’uso di macchinari,4.8 Effetti indesiderati,4.9 Sovradosaggio,6.2 Incompatibilità
Acido alendronico,ACIDO ALENDRONICO 70MG 4 UNITA' USO ORALE,ALENDRONATO*4 cpr riv 70 mg,ALMUS Srl,37499011,CQA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Acido alendronico,ACIDO ALENDRONICO 70MG 4 UNITA' USO ORALE,GLAMOR*4 cpr riv 70 mg,AGIPS FARMACEUTICI Srl,37500016,CQA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Acido alendronico,ACIDO ALENDRONICO 70MG 4 UNITA' USO ORALE,ACIDO ALENDRONICO*4 cpr 70 mg,ZENTIVA ITALIA Srl,37514015,CQA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Acido alendronico,ACIDO ALENDRONICO 70MG 4 UNITA' USO ORALE,ACIDO ALENDRONICO*4 cpr 70 mg,FG S.r.l.,37515018,CQA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Acido alendronico,ACIDO ALENDRONICO 70MG 4 UNITA' USO ORALE,PORODRON*4 cpr 70 mg,DYMALIFE PHARMACEUTICAL Srl,37519016,CQA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Acido alendronico,ACIDO ALENDRONICO 70MG 4 UNITA' USO ORALE,ALENDRONATO*4 cpr 70 mg,DOC GENERICI Srl,37520018,CQA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Acido alendronico,ACIDO ALENDRONICO 70MG 4 UNITA' USO ORALE,ALENIC*4 cpr 70 mg,EPIFARMA Srl,37521010,CQA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Acido alendronico,ACIDO ALENDRONICO 70MG 4 UNITA' USO ORALE,DORYX*4 cpr 70 mg,EBERLIFE FARMACEUTICI SpA,37644010,CQA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Acido alendronico,ACIDO ALENDRONICO 70MG 4 UNITA' USO ORALE,ALENDRONATO*4 cpr 70 mg,SUN PHARMACEUTICAL IND.EU.B.V.,38006108,CQA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Acido alendronico,ACIDO ALENDRONICO 70MG 4 UNITA' USO ORALE,LOSS*4 cpr riv 70 mg,SO.SE.PHARM Srl,38296012,CQA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Acido alendronico,ACIDO ALENDRONICO 70MG 4 UNITA' USO ORALE,NOFRATTIL*4 cpr riv 70 mg,S.F. GROUP Srl,38297014,CQA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Acido alendronico,ACIDO ALENDRONICO 70MG 4 UNITA' USO ORALE,ALENDRONATO*4 cpr 70 mg,TEVA B.V.,38317020,CQA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Acido alendronico,ACIDO ALENDRONICO 70MG 4 UNITA' USO ORALE,ALENDRONATO*4 cpr riv 70 mg,SANDOZ GMBH,38408023,CQA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Acido alendronico,ACIDO ALENDRONICO 70MG 4 UNITA' USO ORALE,ALENDRONATO*4 cpr 70 mg,GENETIC SpA,38649012,CQA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Acido alendronico,ACIDO ALENDRONICO 70MG 4 UNITA' USO ORALE,ACIDO ALENDRONICO*4 cpr 70 mg,AUROBINDO PHARMA ITALIA Srl,41256227,CQA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Acido alendronico,ACIDO ALENDRONICO 70MG 4 UNITA' USO ORALE,ACIDO ALENDRONICO*4 cpr riv 70 mg,LABORATORI ALTER Srl,41538024,CQA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Acido alendronico,ACIDO ALENDRONICO 70MG 4 UNITA' USO ORALE,ACIDO ALENDRONICO*4 cpr riv 70 mg,TECNIGEN Srl,43119015,CQA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Acido alendronico,ACIDO ALENDRONICO 70MG 4 UNITA' USO ORALE,FOSAMAX*4 cpr 70 mg,GMM FARMA Srl,47397017,CQA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Acido alendronico,ACIDO ALENDRONICO 70MG 4 UNITA' USO ORALE,FOSAMAX*4 cpr 70 mg,FARMA 1000 Srl,50142013,CQA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Acido alendronico,ACIDO ALENDRONICO 10MG 14 UNITA' USO ORALE,ADRONAT*14 cpr 10 mg,NEOPHARMED GENTILI SpA,29053030,CQB,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Acido alendronico,ACIDO ALENDRONICO 10MG 14 UNITA' USO ORALE,GENALEN*14 cpr 10 mg,NEOPHARMED GENTILI SpA,34172015,CQB,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Acido alendronico,ACIDO ALENDRONICO 70MG 100ML 4 UNITA' USO ORALE,BONASOL*orale soluz 4 flaconi 70 mg 100 ml,BRUNO FARMACEUTICI SpA,40622033,CQC,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Acido alendronico,ACIDO ALENDRONICO 70MG 12 UNITA' USO ORALE,ALENDRONATO*12 cpr 70 mg,EG SpA,37194103,CQD,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Acido alendronico,ACIDO ALENDRONICO 70MG 12 UNITA' USO ORALE,ASTON*12 cpr riv 70 mg,S.F. GROUP Srl,37444027,CQD,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Acido alendronico,ACIDO ALENDRONICO 70MG 12 UNITA' USO ORALE,PORODRON*12 cpr 70 mg,DYMALIFE PHARMACEUTICAL Srl,37519028,CQD,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Acido alendronico,ACIDO ALENDRONICO 70MG 12 UNITA' USO ORALE,ALENDRONATO*12 cpr 70 mg,DOC GENERICI Srl,37520020,CQD,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Acido alendronico,ACIDO ALENDRONICO 70MG 12 UNITA' USO ORALE,DRALENOS*12 cpr 70 mg,I.B.N. SAVIO Srl,38031163,CQD,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Acido alendronico,ACIDO ALENDRONICO 70MG 12 UNITA' USO ORALE,LOSS*12 cpr riv 70 mg,SO.SE.PHARM Srl,38296024,CQD,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Acido alendronico,ACIDO ALENDRONICO 70MG 12 UNITA' USO ORALE,ALENDRONATO*12 cpr 70 mg,TEVA B.V.,38317044,CQD,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Acido alendronico,ACIDO ALENDRONICO 70MG 12 UNITA' USO ORALE,ALENDRONATO*12 cpr riv 70 mg,SANDOZ GMBH,38408047,CQD,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Acido alendronico,ACIDO ALENDRONICO 70MG 12 UNITA' USO ORALE,ALENDRONATO*12 cpr 70 mg,GENETIC SpA,38649024,CQD,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Acido alendronico,ACIDO ALENDRONICO 70MG 12 UNITA' USO ORALE,ACIDO ALENDRONICO*12 cpr 70 mg,AUROBINDO PHARMA ITALIA Srl,41256241,CQD,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Acido alendronico,ACIDO ALENDRONICO 70MG 12 UNITA' USO ORALE,ACIDO ALENDRONICO*12 cpr riv 70 mg,LABORATORI ALTER Srl,41538048,CQD,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Acido alendronico,ACIDO ALENDRONICO 70MG 4 UNITA' EFFERVESCENTI USO ORALE,BINOSTO*4 cpr eff 70 mg,ABIOGEN PHARMA SpA,40246011,JBX,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Acido alendronico/Colecalciferolo,ACIDO ALENDRONICO+COLECALCIFEROLO 70MG + 2.800UI 4 UNITA' USO ORALE,FOSAVANCE*4 cpr 70 mg + 2.800 UI,ORGANON N.V.,36845028,H6A,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Acido alendronico/Colecalciferolo,ACIDO ALENDRONICO+COLECALCIFEROLO 70MG + 2.800UI 4 UNITA' USO ORALE,ADROVANCE*4 cpr 70 mg + 2.800 UI,ORGANON N.V.,37603026,H6A,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Acido alendronico/Colecalciferolo,ACIDO ALENDRONICO+COLECALCIFEROLO 70MG + 2.800UI 4 UNITA' USO ORALE,VANTAVO*4 cpr 70 mg + 2.800 UI,ORGANON N.V.,39641028,H6A,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Acido alendronico/Colecalciferolo,ACIDO ALENDRONICO+COLECALCIFEROLO 70MG + 2.800UI 4 UNITA' USO ORALE,ALENDRONATO E COLECALCIFEROLO*4 cpr 70 mg + 2.800 UI confezione calendario,TEVA ITALIA Srl,44405037,H6A,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Acido alendronico/Colecalciferolo,ACIDO ALENDRONICO+COLECALCIFEROLO 70MG + 2.800UI 4 UNITA' USO ORALE,ACIDO ALENDRONICO E COLECALCIFEROLO*4 cpr 70 mg + 2.800 UI,ZENTIVA ITALIA Srl,44520029,H6A,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Acido alendronico/Colecalciferolo,ACIDO ALENDRONICO+COLECALCIFEROLO 70MG + 2.800UI 4 UNITA' USO ORALE,ALENDRONATO E COLECALCIFEROLO*4 cpr 70 mg + 2.800 UI,ARISTO PHARMA GMBH,44579011,H6A,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Acido alendronico/Colecalciferolo,ACIDO ALENDRONICO+COLECALCIFEROLO 70MG + 2.800UI 4 UNITA' USO ORALE,ACIDO ALENDRONICO E COLECALCIFEROLO*4 cpr 70 mg + 2.800 UI,AUROBINDO PHARMA ITALIA Srl,44670014,H6A,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Acido alendronico/Colecalciferolo,ACIDO ALENDRONICO+COLECALCIFEROLO 70MG + 2.800UI 4 UNITA' USO ORALE,ALENDRONATO E COLECALCIFEROLO*4 cpr 70 mg + 2.800 UI,MYLAN SpA,44986014,H6A,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Acido alendronico/Colecalciferolo,ACIDO ALENDRONICO+COLECALCIFEROLO 70MG + 2.800UI 4 UNITA' USO ORALE,ALENDRONATO E COLECALCIFEROLO*4 cpr 70 mg + 2.800 UI,DOC GENERICI Srl,45284015,H6A,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Acido alendronico/Colecalciferolo,ACIDO ALENDRONICO+COLECALCIFEROLO 70MG + 2.800UI 4 UNITA' USO ORALE,ALENDRONATO E COLECALCIFEROLO*4 cpr 70 mg + 2800 UI,ACCORD HEALTHCARE SLU,46006019,H6A,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Acido alendronico/Colecalciferolo,ACIDO ALENDRONICO+COLECALCIFEROLO 70MG + 5.600UI 4 UNITA' USO ORALE,FOSAVANCE*4 cpr 70 mg + 5.600 UI,ORGANON N.V.,36845079,H6B,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Acido alendronico/Colecalciferolo,ACIDO ALENDRONICO+COLECALCIFEROLO 70MG + 5.600UI 4 UNITA' USO ORALE,ADROVANCE*4 cpr 70 mg + 5.600 UI,ORGANON N.V.,37603077,H6B,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Acido alendronico/Colecalciferolo,ACIDO ALENDRONICO+COLECALCIFEROLO 70MG + 5.600UI 4 UNITA' USO ORALE,VANTAVO*4 cpr 70 mg + 5.600 UI,ORGANON N.V.,39641081,H6B,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
